model,condition,price,quantity,seller,geographic_region,listing_age,source_url,source_type,bulk_notes,title,canonical_model,match_type,match_score,is_valid_gpu,unknown_reason,match_notes,vram_gb,tdp_w,mig_capable,slots,form_factor,nvlink,generation,cuda_cores,pcie_generation,notes,warnings,quantization_capacity,raw_score,quantization_score,score,final_score
RTX 4500,New,3631.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/graphic_bo-rtx-4500,Shopify_Wamatek,"SKU: 0195892099116, Vendor: LENOVO OPTIONS",GRAPHIC_BO RTX 4500,RTX_5000_ADA,fuzzy,0.7000000000000001,True,,fuzzy: matched 'RTX 5000' with score 87.5
NV A5000 GRAPHICS CARD,New,2641.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nv-a5000-graphics-card,Shopify_Wamatek,"SKU: 195892022633, Vendor: LENOVO OPTIONS",NV A5000 GRAPHICS CARD,RTX_A6000,fuzzy,0.6400000000000001,True,,fuzzy: matched 'A6000' with score 80.0
AMX NMX-ENC-N2412A-C N2400,New,1394.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/amx-nmx-enc-n2412a-c-n2400,Shopify_Wamatek,"SKU: 718878026359, Vendor: HARMAN PRO",AMX NMX-ENC-N2412A-C N2400,T400,fuzzy,0.6857142857142858,True,,fuzzy: matched 'T400' with score 85.7
Lenovo NVIDIA Quadro K620,New,252.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/lenovo-nvidia-quadro-k620-graphic-card-2-gb,Shopify_Wamatek,"SKU: 4X60G88211, Vendor: Lenovo Group Limited",Lenovo NVIDIA Quadro K620 Graphic Card - 2 GB,T600,fuzzy,0.7111111111111111,True,,fuzzy: matched 'NVIDIA Quadro T600' with score 88.9
Lenovo NVIDIA Quadro P6000,New,10606.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/lenovo-nvidia-quadro-p6000-graphic-card-24-gb,Shopify_Wamatek,"SKU: 7C57A02895, Vendor: Lenovo Group Limited",Lenovo NVIDIA Quadro P6000 Graphic Card - 24 GB,T600,fuzzy,0.7555555555555555,True,,fuzzy: matched 'NVIDIA Quadro T600' with score 94.4
RTX 5070 Ti,New,781.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-geforce-rtx-5070-ti-graphic-card-16-gb-gddr7-full-height,Shopify_Wamatek,"SKU: 0751492794600, Vendor: PNY Technologies",PNY GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7 - Full-height,UNKNOWN,none,0.0,False,Incomplete GPU model name - missing specific model number,
RTX 5070 Ti,New,781.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-geforce-rtx-5070-ti-graphic-card-16-gb-gddr7-full-height,Shopify_Wamatek,"SKU: 0751492794600, Vendor: PNY Technologies",PNY GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7 - Full-height,UNKNOWN,none,0.0,False,Incomplete GPU model name - missing specific model number,
RTX 5070 Ti,New,781.99,Available,Wamatek,USA,Current,https://wamatek.com/products/pny-geforce-rtx-5070-ti-graphic-card-16-gb-gddr7-full-height,Shopify_Wamatek,"SKU: 0751492794600, Vendor: PNY Technologies",PNY GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7 - Full-height,UNKNOWN,none,0.0,False,Incomplete GPU model name - missing specific model number,
RTX 3050,New,217.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/geforce-rtx-3050-lp-brk-oc,Shopify_Wamatek,"SKU: 0197105515673, Vendor: ASUS - VGA NVIDIA",GEFORCE RTX 3050 LP BRK OC,UNKNOWN,none,0.0,False,Incomplete GPU model name - missing specific model number,
RTX 3050,New,217.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/geforce-rtx-3050-lp-brk-oc,Shopify_Wamatek,"SKU: 0197105515673, Vendor: ASUS - VGA NVIDIA",GEFORCE RTX 3050 LP BRK OC,UNKNOWN,none,0.0,False,Incomplete GPU model name - missing specific model number,
RTX 4060,New,309.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/zotac-nvidia-geforce-rtx-4060-graphic-card-8-gb-gddr6-full-height-1,Shopify_Wamatek,"SKU: 0810012084000, Vendor: ZOTAC International",Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6 - Full-height,UNKNOWN,none,0.0,False,Incomplete GPU model name - missing specific model number,
RTX 3050,New,196.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/gigabyte-nvidia-geforce-rtx-3050-graphic-card-6-gb-gddr6-low-profile,Shopify_Wamatek,"SKU: 889523041840, Vendor: GIGABYTE Technology, Inc",Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,UNKNOWN,none,0.0,False,Incomplete GPU model name - missing specific model number,
NVIDIA L4 PCIE RETAIL,New,2423.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-l4-pcie-retail-scb,Shopify_Wamatek,"SKU: 0751492767147, Vendor: PNY QUADRO",NVIDIA L4 PCIE RETAIL SCB,UNKNOWN,none,0.0,False,Contains 'scb' - likely connector/bridge accessory,
